dteday,season,yr,mnth,holiday,weekday,workingday,instant_y,hr,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
2011-07-06,3,0,7,0,3,1,4381,10,3,0.7,0.6667,0.79,0.0896,13,30,43
2011-07-06,3,0,7,0,3,1,4382,11,2,0.72,0.697,0.74,0.0,24,103,127
2011-07-06,3,0,7,0,3,1,4383,12,2,0.74,0.697,0.66,0.0896,38,114,152
2011-07-06,3,0,7,0,3,1,4384,13,2,0.74,0.697,0.7,0.1045,33,107,140
2011-07-06,3,0,7,0,3,1,4385,14,1,0.76,0.7273,0.66,0.2836,50,113,163
2011-07-06,3,0,7,0,3,1,4386,15,1,0.76,0.7273,0.7,0.2836,55,130,185
2011-07-06,3,0,7,0,3,1,4387,16,1,0.76,0.7273,0.7,0.2537,57,218,275
2011-07-06,3,0,7,0,3,1,4388,17,1,0.78,0.7424,0.59,0.2239,79,517,596
2011-07-06,3,0,7,0,3,1,4389,18,1,0.76,0.7121,0.62,0.194,77,486,563
2011-07-06,3,0,7,0,3,1,4390,19,1,0.74,0.697,0.7,0.2239,71,323,394
2011-07-06,3,0,7,0,3,1,4391,20,1,0.72,0.697,0.74,0.2537,55,257,312
2011-07-06,3,0,7,0,3,1,4392,21,1,0.7,0.6667,0.79,0.194,66,175,241
2011-07-06,3,0,7,0,3,1,4393,22,1,0.7,0.6667,0.79,0.194,30,156,186
2011-07-06,3,0,7,0,3,1,4394,23,1,0.68,0.6364,0.83,0.2239,20,78,98
2011-07-07,3,0,7,0,4,1,4395,0,1,0.66,0.5909,0.89,0.1343,6,29,35
2011-07-07,3,0,7,0,4,1,4396,1,1,0.66,0.5909,0.89,0.194,2,14,16
2011-07-07,3,0,7,0,4,1,4397,2,1,0.66,0.5909,0.89,0.194,1,7,8
2011-07-07,3,0,7,0,4,1,4398,3,1,0.64,0.5606,0.94,0.1045,2,2,4
2011-07-07,3,0,7,0,4,1,4399,4,1,0.64,0.5758,0.89,0.1045,0,4,4
2011-07-07,3,0,7,0,4,1,4400,5,1,0.64,0.5758,0.89,0.1045,2,30,32
2011-07-07,3,0,7,0,4,1,4401,6,2,0.64,0.5758,0.89,0.1343,11,107,118
2011-07-07,3,0,7,0,4,1,4402,7,2,0.66,0.5909,0.89,0.1045,13,279,292
2011-07-07,3,0,7,0,4,1,4403,8,2,0.7,0.6667,0.79,0.194,28,415,443
2011-07-07,3,0,7,0,4,1,4404,9,1,0.74,0.697,0.7,0.1642,25,154,179
2011-07-07,3,0,7,0,4,1,4405,10,1,0.78,0.7424,0.62,0.0,29,72,101
2011-07-07,3,0,7,0,4,1,4406,11,1,0.82,0.7727,0.52,0.1343,30,112,142
2011-07-07,3,0,7,0,4,1,4407,12,1,0.84,0.7727,0.41,0.0,32,139,171
2011-07-07,3,0,7,0,4,1,4408,13,1,0.86,0.7879,0.41,0.0,48,107,155
2011-07-07,3,0,7,0,4,1,4409,14,1,0.86,0.7879,0.41,0.2537,39,121,160
2011-07-07,3,0,7,0,4,1,4410,15,1,0.86,0.7879,0.41,0.2537,47,119,166
2011-07-07,3,0,7,0,4,1,4411,16,1,0.86,0.7727,0.39,0.2239,47,218,265
2011-07-07,3,0,7,0,4,1,4412,17,1,0.86,0.7576,0.36,0.2537,80,489,569
2011-07-07,3,0,7,0,4,1,4413,18,1,0.84,0.7576,0.44,0.2985,70,492,562
2011-07-07,3,0,7,0,4,1,4414,19,1,0.82,0.7727,0.52,0.2836,79,286,365
2011-07-07,3,0,7,0,4,1,4415,20,1,0.76,0.7121,0.58,0.3582,61,224,285
2011-07-07,3,0,7,0,4,1,4416,21,1,0.74,0.6818,0.62,0.1642,39,170,209
2011-07-07,3,0,7,0,4,1,4417,22,1,0.74,0.6818,0.62,0.1642,32,150,182
2011-07-07,3,0,7,0,4,1,4418,23,1,0.72,0.6818,0.66,0.0,31,98,129
2011-07-08,3,0,7,0,5,1,4419,0,1,0.74,0.697,0.66,0.1045,6,41,47
2011-07-08,3,0,7,0,5,1,4420,1,1,0.72,0.697,0.79,0.0,9,25,34
2011-07-08,3,0,7,0,5,1,4421,2,2,0.7,0.6667,0.74,0.1642,10,12,22
2011-07-08,3,0,7,0,5,1,4422,3,1,0.68,0.6364,0.79,0.1045,2,4,6
2011-07-08,3,0,7,0,5,1,4423,4,1,0.7,0.6667,0.79,0.2537,7,4,11
2011-07-08,3,0,7,0,5,1,4424,5,1,0.68,0.6364,0.79,0.2537,3,24,27
2011-07-08,3,0,7,0,5,1,4425,6,1,0.7,0.6667,0.74,0.1045,11,91,102
2011-07-08,3,0,7,0,5,1,4426,7,2,0.7,0.6667,0.79,0.194,30,302,332
2011-07-08,3,0,7,0,5,1,4427,8,2,0.72,0.697,0.74,0.2537,36,421,457
2011-07-08,3,0,7,0,5,1,4428,9,2,0.76,0.7273,0.7,0.2985,30,211,241
2011-07-08,3,0,7,0,5,1,4429,10,2,0.74,0.697,0.7,0.3582,30,108,138
2011-07-08,3,0,7,0,5,1,4430,11,2,0.74,0.7121,0.74,0.2537,61,104,165
2011-07-08,3,0,7,0,5,1,4431,12,2,0.76,0.7273,0.7,0.2836,49,164,213
2011-07-08,3,0,7,0,5,1,4432,13,2,0.78,0.7576,0.66,0.2836,54,175,229
2011-07-08,3,0,7,0,5,1,4433,14,2,0.8,0.7879,0.63,0.3582,53,163,216
2011-07-08,3,0,7,0,5,1,4434,15,2,0.8,0.7879,0.63,0.3582,39,102,141
2011-07-08,3,0,7,0,5,1,4435,16,3,0.68,0.6364,0.83,0.4478,27,105,132
2011-07-08,3,0,7,0,5,1,4436,17,3,0.66,0.5909,0.89,0.4478,6,161,167
2011-07-08,3,0,7,0,5,1,4437,18,1,0.66,0.6061,0.83,0.0896,35,281,316
2011-07-08,3,0,7,0,5,1,4438,19,1,0.66,0.6061,0.83,0.0896,45,225,270
2011-07-08,3,0,7,0,5,1,4439,20,1,0.66,0.6061,0.83,0.1642,30,220,250
2011-07-08,3,0,7,0,5,1,4440,21,2,0.66,0.6061,0.83,0.2537,46,158,204
2011-07-08,3,0,7,0,5,1,4441,22,2,0.66,0.6061,0.78,0.194,33,136,169
2011-07-08,3,0,7,0,5,1,4442,23,2,0.66,0.6061,0.78,0.0896,40,111,151
2011-07-09,3,0,7,0,6,0,4443,0,2,0.66,0.6061,0.83,0.1343,31,90,121
2011-07-09,3,0,7,0,6,0,4444,1,2,0.64,0.5758,0.89,0.1045,5,48,53
2011-07-09,3,0,7,0,6,0,4445,2,1,0.64,0.5758,0.89,0.1642,12,43,55
2011-07-09,3,0,7,0,6,0,4446,3,1,0.64,0.5758,0.89,0.1343,7,23,30
2011-07-09,3,0,7,0,6,0,4447,4,1,0.64,0.5758,0.83,0.2239,2,4,6
2011-07-09,3,0,7,0,6,0,4448,5,2,0.62,0.5606,0.88,0.1642,4,11,15
2011-07-09,3,0,7,0,6,0,4449,6,2,0.64,0.5758,0.83,0.194,11,27,38
2011-07-09,3,0,7,0,6,0,4450,7,1,0.66,0.6061,0.78,0.194,21,50,71
2011-07-09,3,0,7,0,6,0,4451,8,1,0.7,0.6515,0.7,0.2537,68,114,182
2011-07-09,3,0,7,0,6,0,4452,9,1,0.74,0.6818,0.58,0.2836,77,170,247
2011-07-09,3,0,7,0,6,0,4453,10,1,0.76,0.697,0.52,0.1642,87,177,264
2011-07-09,3,0,7,0,6,0,4454,11,1,0.78,0.697,0.46,0.2985,101,189,290
2011-07-09,3,0,7,0,6,0,4455,12,1,0.8,0.7273,0.46,0.2537,145,221,366
2011-07-09,3,0,7,0,6,0,4456,13,1,0.82,0.7424,0.41,0.2239,167,249,416
2011-07-09,3,0,7,0,6,0,4457,14,1,0.84,0.7424,0.36,0.1343,158,215,373
2011-07-09,3,0,7,0,6,0,4458,15,1,0.84,0.7273,0.34,0.0896,182,220,402
2011-07-09,3,0,7,0,6,0,4459,16,1,0.82,0.7273,0.38,0.0,171,245,416
2011-07-09,3,0,7,0,6,0,4460,17,1,0.84,0.7273,0.32,0.0,160,241,401
2011-07-09,3,0,7,0,6,0,4461,18,1,0.82,0.7273,0.36,0.1045,132,246,378
2011-07-09,3,0,7,0,6,0,4462,19,1,0.76,0.697,0.55,0.1642,128,178,306
2011-07-09,3,0,7,0,6,0,4463,20,1,0.76,0.7121,0.58,0.2239,129,185,314
2011-07-09,3,0,7,0,6,0,4464,21,1,0.74,0.6818,0.58,0.1642,83,155,238
2011-07-09,3,0,7,0,6,0,4465,22,1,0.72,0.6818,0.62,0.1642,60,154,214
2011-07-09,3,0,7,0,6,0,4466,23,1,0.72,0.6667,0.58,0.194,47,93,140
2011-07-10,3,0,7,0,0,0,4467,0,1,0.7,0.6515,0.61,0.1642,42,112,154
2011-07-10,3,0,7,0,0,0,4468,1,1,0.7,0.6515,0.61,0.1343,19,94,113
2011-07-10,3,0,7,0,0,0,4469,2,1,0.68,0.6364,0.69,0.0896,28,68,96
2011-07-10,3,0,7,0,0,0,4470,3,1,0.66,0.6212,0.74,0.0896,6,19,25
2011-07-10,3,0,7,0,0,0,4471,4,1,0.66,0.6212,0.69,0.0896,0,5,5
2011-07-10,3,0,7,0,0,0,4472,5,1,0.66,0.6212,0.74,0.0,7,10,17
2011-07-10,3,0,7,0,0,0,4473,6,1,0.64,0.5909,0.78,0.0896,8,17,25
2011-07-10,3,0,7,0,0,0,4474,7,1,0.7,0.6515,0.7,0.0896,27,38,65
2011-07-10,3,0,7,0,0,0,4475,8,1,0.72,0.6818,0.66,0.0,27,65,92
2011-07-10,3,0,7,0,0,0,4476,9,1,0.74,0.697,0.66,0.0896,62,107,169
2011-07-10,3,0,7,0,0,0,4477,10,1,0.76,0.697,0.55,0.1343,95,173,268
2011-07-10,3,0,7,0,0,0,4478,11,1,0.78,0.7273,0.55,0.194,110,177,287
2011-07-10,3,0,7,0,0,0,4479,12,1,0.82,0.7576,0.46,0.2836,133,244,377
2011-07-10,3,0,7,0,0,0,4480,13,1,0.8,0.7273,0.46,0.2985,139,228,367
2011-07-10,3,0,7,0,0,0,4481,14,1,0.82,0.7424,0.41,0.3284,122,227,349
2011-07-10,3,0,7,0,0,0,4482,15,1,0.84,0.7424,0.39,0.2836,142,219,361
2011-07-10,3,0,7,0,0,0,4483,16,1,0.84,0.7576,0.41,0.2836,128,244,372
2011-07-10,3,0,7,0,0,0,4484,17,1,0.84,0.7424,0.36,0.2239,146,217,363
2011-07-10,3,0,7,0,0,0,4485,18,1,0.82,0.7424,0.43,0.2836,141,222,363
2011-07-10,3,0,7,0,0,0,4486,19,1,0.8,0.7424,0.49,0.3284,120,183,303
2011-07-10,3,0,7,0,0,0,4487,20,1,0.76,0.697,0.55,0.194,101,167,268
2011-07-10,3,0,7,0,0,0,4488,21,1,0.74,0.6818,0.62,0.2537,65,162,227
2011-07-10,3,0,7,0,0,0,4489,22,1,0.74,0.697,0.66,0.2239,56,87,143
2011-07-10,3,0,7,0,0,0,4490,23,1,0.72,0.6818,0.66,0.2537,19,53,72
2011-07-11,3,0,7,0,1,1,4491,0,1,0.7,0.6515,0.65,0.194,10,25,35
2011-07-11,3,0,7,0,1,1,4492,1,1,0.7,0.6515,0.61,0.2836,5,5,10
2011-07-11,3,0,7,0,1,1,4493,2,1,0.7,0.6515,0.61,0.2239,8,4,12
2011-07-11,3,0,7,0,1,1,4494,3,1,0.68,0.6364,0.65,0.1642,2,8,10
2011-07-11,3,0,7,0,1,1,4495,4,1,0.66,0.6212,0.74,0.2239,0,4,4
2011-07-11,3,0,7,0,1,1,4496,5,1,0.66,0.6212,0.74,0.1343,5,21,26
2011-07-11,3,0,7,0,1,1,4497,6,1,0.68,0.6364,0.74,0.194,19,102,121
2011-07-11,3,0,7,0,1,1,4498,7,1,0.7,0.6667,0.74,0.2537,28,289,317
2011-07-11,3,0,7,0,1,1,4499,8,1,0.74,0.697,0.66,0.2836,35,385,420
2011-07-11,3,0,7,0,1,1,4500,9,1,0.78,0.7424,0.59,0.2985,41,167,208
2011-07-11,3,0,7,0,1,1,4501,10,1,0.8,0.7576,0.55,0.3582,44,73,117
2011-07-11,3,0,7,0,1,1,4502,11,1,0.82,0.7879,0.56,0.2985,39,89,128
2011-07-11,3,0,7,0,1,1,4503,12,1,0.84,0.803,0.53,0.2836,40,108,148
2011-07-11,3,0,7,0,1,1,4504,13,1,0.86,0.8182,0.5,0.2537,22,119,141
2011-07-11,3,0,7,0,1,1,4505,14,1,0.86,0.8333,0.53,0.2836,40,94,134
2011-07-11,3,0,7,0,1,1,4506,15,1,0.86,0.8485,0.56,0.4179,38,108,146
2011-07-11,3,0,7,0,1,1,4507,16,1,0.86,0.8485,0.56,0.3881,57,182,239
2011-07-11,3,0,7,0,1,1,4508,17,1,0.86,0.8485,0.56,0.4179,59,455,514
2011-07-11,3,0,7,0,1,1,4509,18,1,0.86,0.8333,0.53,0.3881,57,415,472
2011-07-11,3,0,7,0,1,1,4510,19,1,0.84,0.8333,0.59,0.3284,80,293,373
2011-07-11,3,0,7,0,1,1,4511,20,1,0.72,0.697,0.74,0.4179,42,194,236
2011-07-11,3,0,7,0,1,1,4512,21,1,0.7,0.6667,0.79,0.4179,21,109,130
2011-07-11,3,0,7,0,1,1,4513,22,1,0.72,0.697,0.74,0.1343,20,70,90
2011-07-11,3,0,7,0,1,1,4514,23,1,0.7,0.6667,0.79,0.1343,11,44,55
2011-07-12,3,0,7,0,2,1,4515,0,1,0.7,0.6667,0.79,0.1343,3,19,22
2011-07-12,3,0,7,0,2,1,4516,1,1,0.7,0.6667,0.79,0.0896,6,8,14
2011-07-12,3,0,7,0,2,1,4517,2,1,0.7,0.6667,0.79,0.1045,2,7,9
2011-07-12,3,0,7,0,2,1,4518,3,2,0.7,0.6667,0.79,0.0,2,6,8
2011-07-12,3,0,7,0,2,1,4519,4,1,0.7,0.6667,0.79,0.1642,0,6,6
2011-07-12,3,0,7,0,2,1,4520,5,1,0.7,0.6667,0.79,0.0896,4,21,25
2011-07-12,3,0,7,0,2,1,4521,6,1,0.74,0.6818,0.58,0.2239,13,102,115
2011-07-12,3,0,7,0,2,1,4522,7,1,0.76,0.697,0.55,0.194,29,301,330
2011-07-12,3,0,7,0,2,1,4523,8,1,0.76,0.7121,0.58,0.2239,35,382,417
2011-07-12,3,0,7,0,2,1,4524,9,1,0.78,0.7273,0.55,0.4925,27,149,176
2011-07-12,3,0,7,0,2,1,4525,10,1,0.82,0.7727,0.52,0.1642,38,85,123
2011-07-12,3,0,7,0,2,1,4526,11,1,0.82,0.7727,0.52,0.1642,39,86,125
2011-07-12,3,0,7,0,2,1,4527,12,1,0.86,0.7879,0.44,0.2985,38,125,163
2011-07-12,3,0,7,0,2,1,4528,13,1,0.86,0.803,0.47,0.2239,32,104,136
2011-07-12,3,0,7,0,2,1,4529,14,1,0.9,0.8485,0.42,0.2985,33,91,124
2011-07-12,3,0,7,0,2,1,4530,15,1,0.9,0.8485,0.42,0.3582,37,111,148
2011-07-12,3,0,7,0,2,1,4531,16,1,0.86,0.7879,0.44,0.2836,25,177,202
2011-07-12,3,0,7,0,2,1,4532,17,1,0.88,0.8182,0.44,0.2836,48,380,428
2011-07-12,3,0,7,0,2,1,4533,18,1,0.86,0.803,0.47,0.2985,39,472,511
2011-07-12,3,0,7,0,2,1,4534,19,1,0.84,0.7576,0.44,0.2836,42,295,337
2011-07-12,3,0,7,0,2,1,4535,20,1,0.82,0.7424,0.43,0.194,57,251,308
2011-07-12,3,0,7,0,2,1,4536,21,1,0.82,0.7424,0.43,0.1045,49,209,258
2011-07-12,3,0,7,0,2,1,4537,22,1,0.8,0.7273,0.46,0.1343,44,150,194
2011-07-12,3,0,7,0,2,1,4538,23,1,0.78,0.7121,0.52,0.0,20,59,79
2011-07-13,3,0,7,0,3,1,4539,0,1,0.76,0.7121,0.62,0.0,9,37,46
2011-07-13,3,0,7,0,3,1,4540,1,1,0.76,0.697,0.55,0.0,1,11,12
2011-07-13,3,0,7,0,3,1,4541,2,1,0.76,0.697,0.55,0.0,2,3,5
2011-07-13,3,0,7,0,3,1,4542,3,1,0.74,0.6818,0.58,0.194,0,4,4
2011-07-13,3,0,7,0,3,1,4543,4,1,0.74,0.6818,0.58,0.2537,0,5,5
2011-07-13,3,0,7,0,3,1,4544,5,1,0.74,0.6818,0.58,0.194,4,22,26
2011-07-13,3,0,7,0,3,1,4545,6,1,0.74,0.6818,0.58,0.1642,18,103,121
2011-07-13,3,0,7,0,3,1,4546,7,1,0.76,0.697,0.55,0.2537,32,281,313
2011-07-13,3,0,7,0,3,1,4547,8,1,0.8,0.7424,0.49,0.2537,31,418,449
2011-07-13,3,0,7,0,3,1,4548,9,1,0.82,0.7424,0.41,0.194,23,163,186
2011-07-13,3,0,7,0,3,1,4549,10,1,0.82,0.7576,0.46,0.194,33,80,113
2011-07-13,3,0,7,0,3,1,4550,11,1,0.84,0.7424,0.39,0.1642,55,110,165
2011-07-13,3,0,7,0,3,1,4551,12,1,0.84,0.7576,0.41,0.2836,40,134,174
2011-07-13,3,0,7,0,3,1,4552,13,3,0.82,0.7576,0.46,0.1343,39,119,158
2011-07-13,3,0,7,0,3,1,4553,14,3,0.82,0.7576,0.46,0.1343,27,89,116
2011-07-13,3,0,7,0,3,1,4554,15,3,0.64,0.5606,0.94,0.1343,13,33,46
2011-07-13,3,0,7,0,3,1,4555,16,2,0.66,0.5909,0.89,0.0,23,118,141
2011-07-13,3,0,7,0,3,1,4556,17,1,0.7,0.6667,0.79,0.0,70,418,488
2011-07-13,3,0,7,0,3,1,4557,18,1,0.72,0.697,0.79,0.1343,51,412,463
2011-07-13,3,0,7,0,3,1,4558,19,1,0.7,0.6667,0.79,0.1045,79,340,419
2011-07-13,3,0,7,0,3,1,4559,20,1,0.7,0.6667,0.84,0.1642,61,281,342
2011-07-13,3,0,7,0,3,1,4560,21,1,0.7,0.6667,0.79,0.1045,56,194,250
2011-07-13,3,0,7,0,3,1,4561,22,1,0.68,0.6364,0.83,0.194,48,136,184
2011-07-13,3,0,7,0,3,1,4562,23,1,0.66,0.6061,0.83,0.2537,33,83,116
2011-07-14,3,0,7,0,4,1,4563,0,1,0.66,0.6212,0.69,0.2985,14,32,46
2011-07-14,3,0,7,0,4,1,4564,1,1,0.66,0.6212,0.61,0.2537,4,21,25
2011-07-14,3,0,7,0,4,1,4565,2,1,0.64,0.6212,0.57,0.2985,3,7,10
2011-07-14,3,0,7,0,4,1,4566,3,1,0.62,0.6212,0.57,0.2985,1,5,6
2011-07-14,3,0,7,0,4,1,4567,4,1,0.62,0.6212,0.53,0.2537,0,6,6
2011-07-14,3,0,7,0,4,1,4568,5,1,0.6,0.6212,0.56,0.2239,6,22,28
2011-07-14,3,0,7,0,4,1,4569,6,1,0.6,0.6061,0.6,0.2239,14,116,130
2011-07-14,3,0,7,0,4,1,4570,7,1,0.62,0.6212,0.53,0.2537,23,311,334
2011-07-14,3,0,7,0,4,1,4571,8,1,0.64,0.6212,0.5,0.3582,53,433,486
2011-07-14,3,0,7,0,4,1,4572,9,1,0.68,0.6364,0.47,0.2836,29,195,224
2011-07-14,3,0,7,0,4,1,4573,10,1,0.7,0.6364,0.42,0.2537,32,95,127
2011-07-14,3,0,7,0,4,1,4574,11,1,0.72,0.6515,0.37,0.2239,38,110,148
2011-07-14,3,0,7,0,4,1,4575,12,1,0.74,0.6515,0.35,0.2537,51,172,223
2011-07-14,3,0,7,0,4,1,4576,13,1,0.76,0.6667,0.33,0.3284,39,138,177
2011-07-14,3,0,7,0,4,1,4577,14,1,0.74,0.6515,0.35,0.2836,49,129,178
2011-07-14,3,0,7,0,4,1,4578,15,1,0.76,0.6667,0.33,0.2985,42,138,180
2011-07-14,3,0,7,0,4,1,4579,16,1,0.76,0.6667,0.33,0.1343,43,231,274
2011-07-14,3,0,7,0,4,1,4580,17,1,0.74,0.6515,0.37,0.1343,78,517,595
2011-07-14,3,0,7,0,4,1,4581,18,1,0.72,0.6515,0.42,0.194,94,484,578
2011-07-14,3,0,7,0,4,1,4582,19,1,0.72,0.6515,0.39,0.2239,67,333,400
2011-07-14,3,0,7,0,4,1,4583,20,1,0.7,0.6364,0.42,0.2239,81,267,348
2011-07-14,3,0,7,0,4,1,4584,21,1,0.66,0.6212,0.5,0.1343,58,203,261
2011-07-14,3,0,7,0,4,1,4585,22,1,0.64,0.6212,0.57,0.0896,42,134,176
2011-07-14,3,0,7,0,4,1,4586,23,1,0.64,0.6061,0.65,0.2537,27,97,124
2011-07-15,3,0,7,0,5,1,4587,0,1,0.62,0.5909,0.73,0.2239,23,57,80
2011-07-15,3,0,7,0,5,1,4588,1,1,0.62,0.5909,0.73,0.194,7,13,20
2011-07-15,3,0,7,0,5,1,4589,2,1,0.6,0.5758,0.78,0.1642,16,22,38
2011-07-15,3,0,7,0,5,1,4590,3,1,0.6,0.5909,0.73,0.194,1,6,7
2011-07-15,3,0,7,0,5,1,4591,4,1,0.6,0.5909,0.73,0.1642,2,8,10
2011-07-15,3,0,7,0,5,1,4592,5,1,0.6,0.5909,0.73,0.1343,7,16,23
2011-07-15,3,0,7,0,5,1,4593,6,2,0.6,0.5909,0.73,0.1045,12,108,120
2011-07-15,3,0,7,0,5,1,4594,7,1,0.64,0.6061,0.65,0.1045,17,257,274
2011-07-15,3,0,7,0,5,1,4595,8,1,0.64,0.6061,0.65,0.2537,50,514,564
2011-07-15,3,0,7,0,5,1,4596,9,1,0.68,0.6364,0.54,0.194,31,176,207
2011-07-15,3,0,7,0,5,1,4597,10,2,0.66,0.6212,0.61,0.1642,59,107,166
2011-07-15,3,0,7,0,5,1,4598,11,1,0.7,0.6515,0.54,0.1343,73,137,210
2011-07-15,3,0,7,0,5,1,4599,12,1,0.7,0.6515,0.48,0.194,61,177,238
2011-07-15,3,0,7,0,5,1,4600,13,1,0.7,0.6515,0.54,0.194,85,162,247
2011-07-15,3,0,7,0,5,1,4601,14,1,0.7,0.6515,0.51,0.194,105,160,265
2011-07-15,3,0,7,0,5,1,4602,15,1,0.72,0.6515,0.45,0.1642,74,163,237
2011-07-15,3,0,7,0,5,1,4603,16,1,0.72,0.6667,0.51,0.194,96,265,361
2011-07-15,3,0,7,0,5,1,4604,17,1,0.74,0.6667,0.42,0.2537,104,483,587
2011-07-15,3,0,7,0,5,1,4605,18,1,0.72,0.6515,0.45,0.2239,102,394,496
2011-07-15,3,0,7,0,5,1,4606,19,1,0.7,0.6364,0.45,0.2239,114,280,394
2011-07-15,3,0,7,0,5,1,4607,20,1,0.7,0.6515,0.51,0.2239,92,251,343
2011-07-15,3,0,7,0,5,1,4608,21,1,0.66,0.6212,0.54,0.1045,75,186,261
2011-07-15,3,0,7,0,5,1,4609,22,1,0.66,0.6212,0.57,0.2239,71,152,223
2011-07-15,3,0,7,0,5,1,4610,23,1,0.64,0.6212,0.61,0.1642,41,126,167
2011-07-16,3,0,7,0,6,0,4611,0,1,0.62,0.6061,0.65,0.194,42,68,110
2011-07-16,3,0,7,0,6,0,4612,1,1,0.6,0.5909,0.69,0.1045,24,51,75
2011-07-16,3,0,7,0,6,0,4613,2,1,0.6,0.5909,0.73,0.1343,10,48,58
2011-07-16,3,0,7,0,6,0,4614,3,1,0.6,0.5758,0.78,0.1343,6,20,26
2011-07-16,3,0,7,0,6,0,4615,4,1,0.6,0.5909,0.73,0.0896,9,7,16
2011-07-16,3,0,7,0,6,0,4616,5,1,0.58,0.5455,0.78,0.0896,4,6,10
2011-07-16,3,0,7,0,6,0,4617,6,1,0.6,0.5758,0.78,0.1642,16,21,37
2011-07-16,3,0,7,0,6,0,4618,7,1,0.62,0.5909,0.73,0.1343,14,38,52
2011-07-16,3,0,7,0,6,0,4619,8,1,0.66,0.6212,0.65,0.1642,37,90,127
2011-07-16,3,0,7,0,6,0,4620,9,1,0.7,0.6515,0.54,0.2239,72,150,222
2011-07-16,3,0,7,0,6,0,4621,10,1,0.72,0.6667,0.54,0.194,114,208,322
2011-07-16,3,0,7,0,6,0,4622,11,1,0.74,0.6667,0.48,0.2239,171,225,396
2011-07-16,3,0,7,0,6,0,4623,12,1,0.76,0.6818,0.43,0.2836,187,276,463
2011-07-16,3,0,7,0,6,0,4624,13,1,0.76,0.6818,0.45,0.2985,221,276,497
2011-07-16,3,0,7,0,6,0,4625,14,1,0.74,0.6667,0.45,0.2985,201,232,433
2011-07-16,3,0,7,0,6,0,4626,15,1,0.76,0.6818,0.45,0.3284,205,223,428
2011-07-16,3,0,7,0,6,0,4627,16,1,0.76,0.6818,0.45,0.2836,183,242,425
2011-07-16,3,0,7,0,6,0,4628,17,1,0.76,0.6818,0.45,0.2239,234,241,475
2011-07-16,3,0,7,0,6,0,4629,18,1,0.76,0.6818,0.45,0.2836,185,243,428
2011-07-16,3,0,7,0,6,0,4630,19,1,0.74,0.6818,0.48,0.194,164,242,406
2011-07-16,3,0,7,0,6,0,4631,20,1,0.72,0.6667,0.51,0.2239,108,188,296
2011-07-16,3,0,7,0,6,0,4632,21,1,0.7,0.6515,0.58,0.2239,85,167,252
2011-07-16,3,0,7,0,6,0,4633,22,1,0.7,0.6515,0.65,0.2836,65,136,201
2011-07-16,3,0,7,0,6,0,4634,23,1,0.68,0.6364,0.61,0.2239,61,107,168
2011-07-17,3,0,7,0,0,0,4635,0,1,0.66,0.6212,0.65,0.2239,34,91,125
2011-07-17,3,0,7,0,0,0,4636,1,1,0.64,0.6061,0.69,0.194,16,86,102
2011-07-17,3,0,7,0,0,0,4637,2,1,0.64,0.6061,0.69,0.2239,28,66,94
2011-07-17,3,0,7,0,0,0,4638,3,1,0.64,0.6061,0.69,0.2239,21,26,47
2011-07-17,3,0,7,0,0,0,4639,4,1,0.62,0.5909,0.73,0.1642,4,6,10
2011-07-17,3,0,7,0,0,0,4640,5,1,0.64,0.6061,0.69,0.2239,4,8,12
2011-07-17,3,0,7,0,0,0,4641,6,1,0.62,0.5909,0.73,0.1642,10,11,21
2011-07-17,3,0,7,0,0,0,4642,7,1,0.64,0.6061,0.73,0.1642,20,30,50
2011-07-17,3,0,7,0,0,0,4643,8,1,0.68,0.6364,0.65,0.2239,45,73,118
2011-07-17,3,0,7,0,0,0,4644,9,1,0.72,0.6667,0.58,0.2239,74,110,184
2011-07-17,3,0,7,0,0,0,4645,10,1,0.74,0.6818,0.6,0.2239,127,177,304
2011-07-17,3,0,7,0,0,0,4646,11,1,0.76,0.697,0.55,0.2836,147,244,391
2011-07-17,3,0,7,0,0,0,4647,12,1,0.76,0.697,0.55,0.2836,177,243,420
2011-07-17,3,0,7,0,0,0,4648,13,1,0.8,0.7424,0.49,0.2985,200,272,472
2011-07-17,3,0,7,0,0,0,4649,14,1,0.8,0.7424,0.49,0.3582,168,262,430
2011-07-17,3,0,7,0,0,0,4650,15,1,0.82,0.7424,0.43,0.2985,129,195,324
2011-07-17,3,0,7,0,0,0,4651,16,1,0.8,0.7273,0.46,0.2985,129,188,317
2011-07-17,3,0,7,0,0,0,4652,17,1,0.8,0.7424,0.49,0.3881,133,236,369
2011-07-17,3,0,7,0,0,0,4653,18,1,0.8,0.7273,0.46,0.2985,147,243,390
2011-07-17,3,0,7,0,0,0,4654,19,1,0.76,0.697,0.55,0.2836,145,234,379
2011-07-17,3,0,7,0,0,0,4655,20,1,0.76,0.7121,0.58,0.2537,85,177,262
2011-07-17,3,0,7,0,0,0,4656,21,1,0.74,0.6818,0.62,0.2239,59,148,207
2011-07-17,3,0,7,0,0,0,4657,22,1,0.72,0.6818,0.66,0.2239,65,116,181
2011-07-17,3,0,7,0,0,0,4658,23,1,0.7,0.6667,0.74,0.1343,39,54,93
2011-07-18,3,0,7,0,1,1,4659,0,1,0.7,0.6667,0.74,0.1343,21,30,51
2011-07-18,3,0,7,0,1,1,4660,1,1,0.7,0.6667,0.74,0.2239,17,8,25
